name,na_sales,eu_sales,jp_sales,other_sales,global_sales,critic_score,critic_count,user_score,user_count,rating
LEGO Indiana Jones: The Original Adventures,2.4,1.01,0.0,0.36,3.76,77,60,7.5,66,E10+
The Sims: Unleashed,2.03,1.56,0.0,0.17,3.76,79,21,8,29,T
Ratchet & Clank: Size Matters,1.4,1.39,0.1,0.86,3.74,,,,,
Harry Potter and the Sorcerer's Stone,1.37,2.0,0.14,0.22,3.73,64,11,7.5,41,E
Mario & Sonic at the London 2012 Olympic Games,1.12,1.87,0.27,0.45,3.72,,,,,
Resident Evil 3: Nemesis,1.3,0.77,1.54,0.11,3.72,,,,,
Super Paper Mario,1.95,0.86,0.59,0.31,3.71,85,56,7.9,417,E
Spyro: Year of the Dragon,1.93,1.58,0.0,0.19,3.71,91,15,8.8,207,E
Assassin's Creed IV: Black Flag,1.33,1.68,0.13,0.57,3.71,88,36,8.1,840,M
FIFA Soccer 2005,0.58,2.48,0.04,0.59,3.7,81,27,7.6,56,E
Pokémon Trading Card Game,1.49,0.73,1.38,0.1,3.7,,,,,
Friend Collection,0.0,0.0,3.67,0.0,3.67,,,,,
Tony Hawk's Pro Skater 4,2.13,1.18,0.01,0.35,3.67,94,27,8.5,128,T
Star Wars Battlefront (2015),2.04,1.28,0.02,0.32,3.66,,,,,
MySims,1.58,1.59,0.08,0.41,3.66,67,15,7.3,13,E
Midnight Club 3: DUB Edition,1.65,1.21,0.0,0.79,3.65,74,34,8.4,31,E10+
Banjo-Kazooie,1.87,1.13,0.55,0.1,3.65,,,,,
SOCOM: U.S. Navy SEALs,2.53,0.81,0.06,0.24,3.65,82,42,7.9,82,M
Jak and Daxter: The Precursor Legacy,2.08,1.09,0.15,0.33,3.64,90,35,8.7,312,E
Pokemon Snap,2.23,0.68,0.66,0.06,3.63,,,,,
Pro Evolution Soccer 2008,0.05,0.0,0.64,2.93,3.63,82,10,7.9,38,E
Resident Evil 4,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1013,M
Guitar Hero: World Tour,2.32,0.96,0.0,0.34,3.62,86,18,7.6,71,T
FIFA Soccer 10,0.6,2.45,0.05,0.52,3.62,91,56,7.6,203,E
Star Wars: Battlefront,1.93,1.22,0.03,0.44,3.61,82,36,8.7,142,T
Doom II: Hell on Earth,2.05,1.4,0.0,0.16,3.61,,,,,
The Simpsons: Road Rage,2.02,1.17,0.0,0.42,3.61,64,23,7.7,32,T
Luigi's Mansion,2.38,0.67,0.46,0.1,3.6,78,34,8.5,161,E
Battlefield 4,1.35,1.55,0.17,0.51,3.59,85,18,6.9,1580,M
Star Wars: Battlefront II,2.18,1.02,0.03,0.37,3.59,84,30,9,268,T
Just Dance 2014,1.88,1.39,0.0,0.31,3.59,,,6.2,10,E10+
Cooking Mama 2: Dinner With Friends,1.6,1.49,0.1,0.39,3.58,70,39,8,9,E
WWF SmackDown!,2.01,1.35,0.06,0.16,3.58,,,,,
Croc: Legend of the Gobbos,1.57,1.79,0.0,0.2,3.56,,,,,
Grand Theft Auto: Liberty City Stories,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112,M
The Getaway,1.23,1.77,0.05,0.49,3.54,72,49,6.8,88,M
Tomb Raider III: Adventures of Lara Croft,1.66,1.58,0.12,0.18,3.54,,,,,
James Bond 007: Agent Under Fire,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,T
LEGO Star Wars: The Video Game,1.98,1.14,0.01,0.41,3.53,,,,,
Rugrats in Paris: The Movie,1.96,1.33,0.0,0.23,3.52,,,,,
FIFA Soccer 11,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,E
Spyro 2: Ripto's Rage!,2.14,1.21,0.01,0.17,3.52,,,,,
Left 4 Dead,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,M
Donkey Kong Country 3: Dixie Kong's Double Trouble!,1.17,0.5,1.75,0.08,3.51,,,,,
Assassin's Creed: Unity,2.27,0.9,0.0,0.33,3.5,72,59,4.1,1005,M
Kung Fu,1.64,0.38,1.42,0.06,3.5,,,,,
Resident Evil 5,2.11,0.93,0.12,0.34,3.5,83,91,7.5,523,M
Assassin's Creed: Brotherhood,2.85,0.38,0.03,0.24,3.49,89,81,8.3,693,M
FIFA Soccer 2004,0.59,2.36,0.04,0.51,3.49,84,20,6.4,76,E
Battlefield 4,1.3,1.42,0.27,0.5,3.49,80,14,5.8,579,M
Batman: Arkham Asylum,2.2,0.95,0.02,0.31,3.48,92,78,8.7,1080,T
Battlefield 4,2.15,1.01,0.02,0.31,3.48,79,21,5.6,542,M
Battlefield: Bad Company 2,2.1,1.01,0.04,0.32,3.47,88,75,8.6,869,M
Mario & Sonic at the Olympic Winter Games,1.21,1.62,0.27,0.37,3.46,,,,,
Guitar Hero: On Tour,2.1,1.01,0.01,0.35,3.46,71,70,8.8,29,E10+
Clubhouse Games,0.59,1.79,0.73,0.34,3.45,83,30,8.4,28,E
Monster Hunter 4,0.0,0.0,3.44,0.0,3.44,,,,,
Borderlands,2.4,0.71,0.03,0.29,3.44,84,83,8.2,715,M
Tekken 4,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126,T
Final Fantasy III,0.86,0.0,2.55,0.02,3.42,,,,,
Grand Theft Auto 2,1.13,2.07,0.0,0.22,3.42,70,15,8,67,T
Metal Gear Solid V: The Phantom Pain,1.09,1.36,0.49,0.48,3.41,93,86,8.2,3943,M
Spider-Man 2,1.75,1.2,0.02,0.43,3.41,80,50,8.9,106,T
F-1 Race,1.73,0.69,0.59,0.4,3.41,,,,,
FIFA Soccer 2003,0.46,2.28,0.05,0.61,3.4,88,15,6.7,35,E
LittleBigPlanet 2,1.83,1.05,0.06,0.46,3.39,91,86,8.4,657,E
Crash Bash,1.56,1.47,0.19,0.17,3.39,68,12,8.2,99,E
Assassin's Creed Syndicate,0.81,1.99,0.07,0.52,3.39,76,86,6.8,1319,M
LEGO Batman: The Videogame,2.04,1.02,0.0,0.32,3.38,76,49,7.9,75,E10+
Destiny,2.14,0.92,0.0,0.31,3.37,75,11,5.5,1735,T
WWF War Zone,2.47,0.76,0.0,0.13,3.36,,,,,
The Legend of Zelda: Majora's Mask,1.9,0.67,0.73,0.06,3.36,,,,,
Far Cry 3,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1041,M
Rugrats: Search For Reptar,1.63,1.53,0.0,0.18,3.34,,,,,
English Training: Have Fun Improving Your Skills!,0.0,0.99,2.32,0.02,3.33,,,,,
James Bond 007: Nightfire,1.45,1.29,0.12,0.46,3.33,77,20,8.5,66,T
Ratchet & Clank,1.44,1.01,0.57,0.3,3.33,,,,,
Monster Hunter X,0.27,0.21,2.79,0.05,3.32,,,,,
Star Wars Episode III: Revenge of the Sith,1.47,1.39,0.03,0.43,3.32,60,34,7.2,82,T
The Legend of Zelda: Spirit Tracks,1.4,0.91,0.74,0.26,3.31,87,75,7.8,228,E10+
Max Payne,1.99,1.05,0.05,0.22,3.31,80,21,8.5,86,M
Assassin's Creed IV: Black Flag,1.9,1.11,0.01,0.29,3.3,86,35,7.9,701,M
The Lord of the Rings: The Return of the King,1.5,1.28,0.05,0.46,3.28,85,31,8.7,105,T
Yokai Watch 2 Ganso/Honke,0.09,0.0,3.18,0.01,3.28,,,,,
Gears of War: Ultimate Edition,2.61,0.33,0.0,0.34,3.28,82,74,7.5,563,M
True Crime: Streets of LA,1.89,1.05,0.02,0.31,3.27,77,39,8,94,M
Professor Layton and the Unwound Future,0.6,1.57,0.82,0.27,3.26,86,62,9.2,111,E10+
Gran Turismo (PSP),0.5,1.58,0.31,0.87,3.25,,,,,
FIFA 16,0.89,2.12,0.0,0.24,3.25,84,45,4.4,459,E
Wii Music,1.35,1.11,0.46,0.32,3.25,63,43,4.6,116,E
Tekken,0.95,1.3,0.77,0.22,3.24,,,,,
Madden NFL 16,2.34,0.3,0.0,0.6,3.24,83,37,5.9,180,E
Gran Turismo 6,0.72,1.67,0.4,0.44,3.23,81,81,7.7,758,E
Halo: The Master Chief Collection,1.91,1.0,0.03,0.29,3.23,85,69,7.2,1267,M
007: Tomorrow Never Dies,1.72,1.33,0.0,0.16,3.21,,,,,
Super Mario Maker,1.18,0.89,0.94,0.2,3.21,88,85,8.7,691,E
WWF SmackDown! 2: Know Your Role,1.76,1.21,0.07,0.16,3.2,,,,,
Baseball,0.73,0.1,2.35,0.02,3.2,,,,,
Killer Instinct,2.26,0.72,0.12,0.1,3.2,,,,,
Dragon Quest VI: Maboroshi no Daichi,0.0,0.0,3.19,0.0,3.19,,,,,
God of War: Chains of Olympus,1.48,1.0,0.04,0.66,3.18,91,79,8.6,565,M
Enter the Matrix,1.78,1.12,0.09,0.19,3.18,62,30,8.1,137,T
Crisis Core: Final Fantasy VII,1.35,0.59,0.8,0.43,3.18,83,67,8,463,T
Dance Central,2.15,0.76,0.01,0.26,3.17,82,63,7.6,85,T
L.A. Noire,1.27,1.29,0.12,0.49,3.17,89,78,7.7,1010,M
Ace Combat 04: Shattered Skies,2.06,0.56,0.38,0.17,3.17,89,22,9.1,95,E
Animal Crossing,1.92,0.16,0.99,0.09,3.15,87,42,8.9,137,E
FIFA Soccer 08,0.68,0.0,0.0,2.46,3.14,83,12,6.5,36,E
Club Penguin: Elite Penguin Force,1.87,0.97,0.0,0.3,3.14,,,8,37,E
Spider-Man,1.7,1.25,0.02,0.16,3.13,87,19,9,107,E
Mario Party 9,1.06,1.09,0.76,0.22,3.13,73,45,6.8,155,E
Need for Speed III: Hot Pursuit,2.14,0.86,0.0,0.13,3.12,88,13,,,E
Star Wars Episode I Racer,2.31,0.62,0.14,0.04,3.12,,,,,
Sonic Rush,1.21,1.56,0.06,0.29,3.12,82,43,8.5,101,E
Dragon Warrior IV,0.08,0.0,3.03,0.01,3.12,,,,,
Rhythm Heaven,0.55,0.5,1.93,0.13,3.11,83,48,9,63,E
Fallout: New Vegas,1.52,1.03,0.1,0.46,3.11,82,57,7.8,492,M
Personal Trainer: Cooking,0.9,1.0,1.03,0.17,3.11,81,12,7.8,10,E
The Elder Scrolls IV: Oblivion,1.69,0.85,0.14,0.43,3.1,93,45,8,604,M
The Legend of Zelda: A Link Between Worlds,1.4,1.01,0.46,0.23,3.1,91,81,8.9,1057,E
Resident Evil 6,0.88,0.94,0.88,0.4,3.1,74,34,5.4,1304,M
Mass Effect 2,1.99,0.81,0.03,0.27,3.1,96,98,8.9,3143,M
Dragon Ball Z: Budokai,2.17,0.28,0.55,0.08,3.09,67,28,7.9,71,T
Madden NFL 2002,2.5,0.16,0.01,0.42,3.08,94,23,7.9,46,E
World Class Track Meet,1.92,0.45,0.64,0.07,3.08,,,,,
Donkey Kong,1.57,0.62,0.55,0.34,3.07,,,,,
The Sims: Vacation,1.72,1.21,0.0,0.14,3.07,75,18,7.8,22,T
LEGO Batman: The Videogame,1.8,0.97,0.0,0.29,3.06,74,17,7.9,22,E10+
Animal Crossing: Happy Home Designer,0.51,1.02,1.4,0.12,3.05,66,60,6.9,106,E
The Sims 4,1.0,1.82,0.0,0.23,3.05,70,74,3.9,2057,T
Borderlands 2,1.89,0.88,0.04,0.25,3.05,89,59,8.2,892,M
LEGO Batman: The Videogame,1.75,1.01,0.0,0.29,3.05,72,16,8,16,E10+
Kung Fu Panda,1.91,0.84,0.0,0.29,3.04,75,42,7.4,32,E10+
Mass Effect 3,1.94,0.84,0.03,0.24,3.04,93,74,5.8,3725,M
Heavy Rain,1.29,1.21,0.06,0.47,3.03,87,107,7.7,2759,M
Rayman,1.54,1.33,0.0,0.16,3.03,,,,,
Saints Row 2,1.94,0.79,0.02,0.28,3.03,81,75,8.1,307,M
Tom Clancy's Splinter Cell,1.85,1.04,0.0,0.13,3.02,93,46,8.5,121,T
Mike Tyson's Punch-Out!!,2.03,0.47,0.45,0.07,3.02,,,,,
WWE SmackDown! Shut Your Mouth,1.45,1.13,0.07,0.38,3.02,,,,,
FIFA 14,0.61,1.85,0.11,0.44,3.01,87,26,6.3,616,E
Killzone 2,1.4,1.06,0.08,0.47,3.01,91,94,8.1,1505,M
Far Cry 3,1.38,1.32,0.02,0.28,3.0,91,39,8.6,1247,M
Epic Mickey,2.04,0.63,0.12,0.22,3.0,73,78,7,131,E
NBA 2K13,2.6,0.2,0.01,0.19,3.0,88,41,7.2,131,E
Dragon Ball Z: Budokai Tenkaichi 3,1.15,0.0,0.76,1.09,3.0,73,24,9.2,173,T
wwe Smackdown vs. Raw 2006,1.57,1.02,0.0,0.41,3.0,,,,,
Star Fox,1.61,0.51,0.8,0.07,2.99,,,,,
The Sims: Livin Large,1.67,1.18,0.0,0.13,2.99,82,23,6.6,20,T
World Soccer Winning Eleven 6 International,0.12,1.26,1.16,0.45,2.99,93,24,9.1,65,E
Devil May Cry,1.36,0.86,0.64,0.13,2.99,94,37,8.5,466,M
Star Wars: The Old Republic,1.58,1.01,0.0,0.38,2.96,85,73,5.9,2748,T
Middle-Earth: Shadow of Mordor,1.01,1.43,0.05,0.47,2.96,84,85,8.1,1886,M
Sonic Heroes,1.04,1.37,0.06,0.49,2.96,64,29,7.8,94,E
Hitman 2: Silent Assassin,1.36,1.15,0.04,0.41,2.96,85,19,7.8,78,M
Titanfall,1.84,0.8,0.04,0.27,2.95,86,68,6.4,2658,M
Battlefield: Bad Company 2,1.33,1.1,0.08,0.44,2.95,88,59,8.5,572,M
Wave Race 64,1.98,0.58,0.34,0.04,2.94,,,,,
SOCOM II: U.S. Navy SEALs,2.22,0.51,0.06,0.15,2.94,87,42,9,93,M
WWE SmackDown! vs. RAW 2006,1.45,1.11,0.04,0.33,2.94,,,,,
Pac-Man Collection,2.07,0.77,0.05,0.05,2.94,79,13,7.8,4,E
Street Fighter IV,1.82,0.7,0.15,0.26,2.94,93,77,7.3,292,T
inFAMOUS,1.76,0.68,0.12,0.37,2.93,85,98,8.3,1172,T
Kirby Super Star Ultra,1.55,0.04,1.19,0.15,2.92,76,40,8.8,76,E
Call of Duty: Ghosts,1.88,0.77,0.0,0.27,2.92,78,7,4.3,700,M
FIFA 15,0.79,1.92,0.0,0.21,2.92,,,4.2,85,E
Super Mario World 2: Yoshi's Island,1.75,0.45,0.62,0.09,2.91,,,,,
Mass Effect,1.83,0.79,0.03,0.27,2.91,91,74,8.7,1692,M
Sonic Mega Collection Plus,1.54,1.14,0.0,0.22,2.9,73,21,8.6,30,E
World Soccer Winning Eleven 7 International,0.08,1.24,1.13,0.45,2.9,93,28,9,45,E
Sega Superstars Tennis,1.75,0.86,0.0,0.28,2.89,67,45,6.8,18,E10+
Hot Shots Golf 3,0.99,0.32,1.38,0.2,2.89,85,30,8.9,16,E
Cooking Mama: Cook Off,1.41,1.12,0.05,0.3,2.89,61,37,5.3,23,E
Call of Duty: Finest Hour,1.51,1.12,0.01,0.24,2.89,76,49,7.7,69,T
WarioWare: Smooth Moves,0.86,1.04,0.73,0.26,2.89,83,61,7.4,179,E10+
Syphon Filter,2.03,0.72,0.02,0.11,2.88,,,,,
Imagine: Babyz,1.3,1.26,0.0,0.31,2.87,,,7.7,15,E
Colin McRae Rally,0.09,2.43,0.12,0.22,2.87,,,,,
Madden NFL 13,2.53,0.15,0.0,0.17,2.86,81,36,5.8,179,E
The Elder Scrolls III: Morrowind,2.09,0.63,0.03,0.11,2.86,87,34,8.7,111,T
Assassin's Creed IV: Black Flag,1.07,1.31,0.06,0.42,2.85,83,29,7.8,1530,M
Command & Conquer: Red Alert,1.37,1.34,0.0,0.14,2.85,,,,,
F-Zero,1.37,0.51,0.89,0.07,2.85,,,,,
Yoshi's Story,1.29,0.53,0.98,0.05,2.85,,,,,
Mortal Kombat,1.98,0.53,0.0,0.34,2.84,84,60,8.4,494,M
Madden NFL 10,2.52,0.09,0.0,0.22,2.83,85,58,6.1,90,E
WWE SmackDown! vs. Raw,1.32,1.08,0.04,0.39,2.83,,,,,
BioShock,1.65,0.85,0.05,0.28,2.83,96,88,8.9,2249,M
Metroid Prime,1.96,0.67,0.1,0.09,2.82,97,70,9.3,747,T
Assassin's Creed: Brotherhood,1.87,0.55,0.11,0.29,2.82,90,59,8.2,791,M
Finding Nemo,1.59,1.05,0.04,0.14,2.82,,,7,8,E
Zumba Fitness 2,1.51,1.03,0.0,0.27,2.81,,,tbd,,T
Myst,0.02,2.79,0.0,0.0,2.81,,,,,
Medal of Honor,1.28,1.04,0.07,0.42,2.81,75,56,7.5,286,M
Need for Speed: Most Wanted,0.71,1.46,0.06,0.58,2.81,,,,,
Imagine: Fashion Designer,1.32,1.19,0.0,0.3,2.8,,,7.6,7,E
WWE SmackDown! Here Comes the Pain,1.32,1.06,0.04,0.38,2.8,,,,,
Hot Shots Golf,0.29,0.2,2.13,0.18,2.79,,,,,
A Bug's Life,1.96,0.72,0.0,0.11,2.79,,,,,
WWF SmackDown! Just Bring It,1.19,1.15,0.04,0.41,2.79,,,,,
inFAMOUS: Second Son,1.28,0.98,0.07,0.46,2.79,80,90,7.9,2944,T
Dragon Quest V: Tenkuu no Hanayome,0.0,0.0,2.78,0.01,2.79,,,,,
Mortal Kombat Trilogy,1.98,0.7,0.0,0.11,2.79,,,,,
Monster Hunter Tri,0.46,0.29,1.96,0.07,2.79,,,,,
NBA Street,2.19,0.22,0.0,0.38,2.79,89,22,8.6,39,E
Jak II,1.68,0.74,0.0,0.36,2.78,87,47,8.2,241,T
Ratchet & Clank: Going Commando,1.44,0.83,0.26,0.25,2.78,,,,,
Need for Speed: Hot Pursuit,1.05,1.23,0.03,0.47,2.78,89,59,7.2,301,E10+
Skylanders: Spyro's Adventure,1.35,1.13,0.0,0.3,2.78,81,11,5.6,31,E10+
Battlefield 3,0.89,1.43,0.0,0.46,2.78,89,61,7.5,4926,M
Mortal Kombat X,1.5,0.8,0.0,0.48,2.78,83,81,7.7,836,M
The Sims,1.41,1.12,0.0,0.24,2.77,83,33,7.7,46,T
Killzone 3,1.45,0.86,0.09,0.38,2.77,84,85,7.9,942,M
Star Wars: The Force Unleashed,1.74,0.77,0.0,0.26,2.77,73,74,6.7,389,T
Minecraft,1.61,0.9,0.0,0.25,2.76,,,,,
Yoshi's Island DS,1.45,0.07,1.1,0.15,2.76,81,42,7.4,67,E
Saints Row: The Third,1.25,1.14,0.07,0.3,2.76,84,70,7.6,490,M
Missile Command,2.56,0.17,0.0,0.03,2.76,,,,,
Mario Paint,1.43,0.54,0.71,0.07,2.75,,,,,
Tekken 6,1.2,0.97,0.17,0.42,2.75,79,63,7.4,211,T
Pokémon Stadium 2,1.02,0.36,1.13,0.23,2.73,,,,,
Metroid,1.33,0.31,1.04,0.05,2.73,,,,,
Sonic and the Secret Rings,1.21,1.19,0.04,0.29,2.73,69,44,6.6,174,E
FIFA 16,0.41,1.84,0.05,0.4,2.71,,,3.2,58,E
The Legend of Zelda: A Link to the Past,1.75,0.52,0.33,0.1,2.7,95,30,9.1,314,E
Onimusha: Warlords,0.99,0.48,1.09,0.14,2.7,86,23,8.2,56,M
Mario Party,1.25,0.53,0.87,0.05,2.7,,,,,
L.A. Noire,1.52,0.92,0.02,0.24,2.7,89,83,7.8,893,M
Call of Duty 3,1.49,0.92,0.02,0.27,2.7,82,71,6.5,233,T
Madden NFL 12,2.42,0.11,0.0,0.16,2.69,78,55,5.9,94,E
LEGO Star Wars II: The Original Trilogy,1.85,0.64,0.01,0.19,2.69,84,32,9,41,E10+
Killzone: Shadow Fall,0.89,1.33,0.08,0.39,2.69,73,88,6.8,2102,M
Madden NFL 11,2.38,0.12,0.0,0.18,2.69,84,47,5.7,120,E
Burnout 3: Takedown,1.23,1.11,0.0,0.34,2.68,93,52,9.1,271,T
Yokai Watch 2 Shinuchi,0.0,0.0,2.68,0.0,2.68,,,,,
Mortal Kombat,1.95,0.63,0.0,0.09,2.67,,,,,
Mario vs. Donkey Kong: Mini-Land Mayhem!,1.63,0.51,0.35,0.18,2.67,79,51,7.7,18,E
Professor Layton and the Last Specter,0.28,1.39,0.68,0.32,2.67,83,58,8.7,52,E10+
Call Of Duty 2: Big Red One,1.48,0.92,0.01,0.26,2.67,77,39,8.2,69,T
Medal of Honor,1.44,1.09,0.0,0.14,2.67,92,17,8.6,80,T
Fable,1.99,0.58,0.0,0.09,2.66,85,87,8.5,268,M
Guitar Hero: World Tour,1.78,0.63,0.0,0.25,2.66,85,67,6.3,171,T
FIFA 17,0.43,2.05,0.0,0.17,2.65,84,50,5.5,201,E
Hannah Montana,1.59,0.8,0.0,0.26,2.65,,,6.7,10,E
Tom Clancy's Splinter Cell,1.15,1.11,0.0,0.4,2.65,89,24,7.7,102,T
Super Mario Bros.: The Lost Levels,0.0,0.0,2.65,0.0,2.65,,,,,
Need for Speed: Shift,0.69,1.4,0.04,0.52,2.65,84,55,6.9,113,E
Star Wars: Shadows of the Empire,2.0,0.5,0.12,0.03,2.65,,,,,
Medal of Honor Heroes,0.86,1.11,0.01,0.66,2.65,71,24,7.9,47,T
Final Fantasy XIII-2,0.78,0.73,0.89,0.23,2.63,79,53,6.6,707,T
Midnight Club: Street Racing,2.0,0.47,0.02,0.14,2.63,78,18,7.8,21,T
Skate 3,1.47,0.93,0.0,0.24,2.63,80,65,8,127,T
ESPN NFL 2K5,2.15,0.12,0.0,0.36,2.62,90,37,8.2,84,E
Halo Wars,1.54,0.8,0.04,0.24,2.62,82,92,7.2,454,T
NBA 2K12,2.31,0.14,0.01,0.16,2.62,90,42,7.7,134,E
Pac-Man: Adventures in Time,0.76,1.09,0.12,0.64,2.62,,,,,
FIFA Soccer 10,0.59,1.79,0.01,0.23,2.62,90,63,7.5,133,E
Medal of Honor,1.56,0.8,0.04,0.21,2.61,74,71,6.7,288,M
Harry Potter and the Chamber of Secrets,0.9,1.22,0.04,0.44,2.61,71,16,7.6,49,E
Streets of Rage,1.86,0.55,0.11,0.08,2.6,,,,,
God of War Collection,1.7,0.44,0.06,0.4,2.6,91,50,8.7,529,M
NBA Live 2005,2.03,0.21,0.0,0.35,2.59,84,21,8.1,44,E
Mario Strikers Charged,1.05,1.05,0.24,0.24,2.58,79,47,8,124,E10+
FIFA Soccer 09,0.48,1.63,0.04,0.43,2.58,87,42,7.5,108,E
Style Savvy,0.62,0.82,0.96,0.18,2.58,73,4,7.7,7,E
WWE SmackDown vs. RAW 2007,1.4,0.88,0.03,0.26,2.58,80,27,8.6,57,T
LEGO Star Wars: The Complete Saga,1.53,0.81,0.0,0.24,2.57,80,24,7.4,114,E10+
Ratchet & Clank: Up Your Arsenal,1.31,0.74,0.31,0.22,2.57,,,,,
Madden NFL 08,2.14,0.08,0.0,0.35,2.57,78,11,7.8,17,E
Monster Hunter Freedom 2,0.37,0.27,1.75,0.18,2.57,72,38,8.7,83,T
Ratchet & Clank Future: Tools of Destruction,0.93,1.1,0.08,0.45,2.56,,,,,
Super Mario All-Stars: Limited Edition,0.99,0.52,0.92,0.14,2.56,,,,,
Sonic Adventure 2 Battle,1.7,0.59,0.21,0.07,2.56,73,28,8.3,179,E
Dragon Warrior II,0.15,0.0,2.41,0.0,2.56,,,,,
Ghostbusters: The Video Game (DS Version),1.04,1.22,0.03,0.27,2.56,,,,,
Madden NFL 13,2.11,0.22,0.0,0.23,2.56,83,22,5.5,101,E
Dragon Age: Origins,1.76,0.55,0.03,0.22,2.56,86,68,7.9,725,M
Pokémon Colosseum,1.21,0.57,0.7,0.07,2.54,73,37,8,89,E
LittleBigPlanet,0.64,1.22,0.01,0.67,2.54,87,68,7.8,98,E10+
Madden NFL 09,2.21,0.12,0.0,0.2,2.53,83,50,7,125,E
Space Invaders,2.36,0.14,0.0,0.03,2.53,,,,,
Crazy Taxi,1.13,1.12,0.06,0.22,2.52,80,15,7.9,46,T
Art Academy,0.26,1.65,0.33,0.28,2.52,75,15,8,5,E
NBA 2K14,2.1,0.19,0.0,0.23,2.52,87,23,4.9,150,E
Perfect Dark,1.55,0.75,0.16,0.06,2.52,,,,,
Skylanders Giants,1.48,0.83,0.0,0.21,2.52,78,8,7,20,E10+
Dragon Warrior,0.49,0.0,0.52,1.51,2.52,,,,,
Deca Sports,1.11,0.85,0.29,0.25,2.5,50,23,5.4,16,E
PES 2009: Pro Evolution Soccer,0.13,0.07,0.26,2.05,2.5,,,,,
Mario Party 2,1.28,0.14,1.08,0.01,2.5,,,,,
Marvel: Ultimate Alliance,2.29,0.02,0.0,0.19,2.5,82,68,7.5,120,T
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,1.84,0.56,0.0,0.09,2.49,,,,,
Mortal Kombat: Deadly Alliance,1.81,0.52,0.0,0.15,2.49,79,31,8.8,96,M
Game Party,1.47,0.77,0.0,0.24,2.48,25,8,4.3,26,E
Bloodborne,1.03,0.81,0.26,0.38,2.48,92,100,8.6,6383,M
Tomb Raider: The Last Revelation,1.15,1.14,0.06,0.13,2.48,,,,,
Mario Party 4,1.13,0.36,0.92,0.07,2.47,70,26,7.4,74,E
Pure,1.38,0.84,0.0,0.25,2.47,85,55,7.7,83,E
Rock Band,1.93,0.33,0.0,0.21,2.47,92,72,8.2,178,T
NBA 2K13,1.73,0.43,0.05,0.27,2.47,90,26,8,99,E
Saints Row: The Third,0.86,1.04,0.18,0.38,2.47,82,50,7.7,384,M
Resistance 2,1.15,0.84,0.1,0.38,2.46,87,79,6.1,1889,M
NBA 2K15,1.47,0.54,0.01,0.43,2.45,83,50,7,291,E
Final Fantasy V,0.0,0.0,2.43,0.02,2.45,,,,,
Final Fantasy Tactics,0.93,0.12,1.34,0.06,2.45,83,12,8.2,190,T
Midnight Club: Los Angeles,1.56,0.53,0.05,0.31,2.45,82,50,8.2,100,T
Twisted Metal 2,2.12,0.25,0.0,0.07,2.44,,,,,
The Sims: Bustin' Out,1.07,1.19,0.0,0.18,2.43,81,26,8.4,42,T
Riven: The Sequel to Myst,1.52,0.82,0.0,0.1,2.43,83,12,,,E
LEGO Harry Potter: Years 1-4,1.28,0.93,0.0,0.22,2.43,79,13,8,34,E10+
Need for Speed (2015),0.5,1.5,0.05,0.37,2.43,,,,,
Call of Duty: Infinite Warfare,1.46,0.74,0.0,0.22,2.42,78,17,3.1,290,M
Madden NFL 16,2.08,0.08,0.0,0.26,2.42,84,23,6.1,124,E
Ice Hockey,1.27,0.32,0.78,0.05,2.42,,,,,
Sonic Adventure,1.26,0.61,0.46,0.08,2.42,,,,,
Tom Clancy's Rainbow Six: Vegas 2,1.56,0.6,0.02,0.23,2.42,82,66,7.8,176,M
uDraw Studio,1.65,0.57,0.0,0.2,2.42,71,9,tbd,,E
Tomb Raider (2013),0.6,1.26,0.08,0.48,2.42,,,,,
Need for Speed Carbon: Own the City,0.87,0.97,0.0,0.58,2.42,73,14,7.9,39,E10+
Dragon Ball Z: Budokai 2,1.63,0.22,0.51,0.06,2.41,66,28,8.2,92,T
pro evolution soccer 2011,0.29,1.17,0.54,0.41,2.41,77,40,6.8,85,E
ATV Offroad Fury,2.07,0.26,0.0,0.08,2.41,82,16,8.4,53,E
Dino Crisis,0.81,0.76,0.7,0.14,2.41,,,,,
Need for Speed: ProStreet,0.69,0.0,0.04,1.68,2.41,62,11,6.2,34,E10+
Halo: Combat Evolved Anniversary,1.44,0.7,0.04,0.22,2.4,82,73,8.1,487,M
Tetris Plus,2.1,0.24,0.0,0.07,2.4,,,,,
Pro Wrestling,0.77,0.18,1.42,0.03,2.4,,,,,
Theme Hospital,2.3,0.1,0.0,0.0,2.4,,,9,90,K-A
Frogger's Adventures: Temple of the Frog,2.15,0.18,0.0,0.07,2.39,73,4,tbd,,E
Monopoly,1.49,0.81,0.0,0.1,2.39,,,,,
,1.78,0.53,0.0,0.08,2.39,,,,,
Guitar Hero,1.67,0.61,0.03,0.07,2.38,91,65,8.7,173,T
Madden NFL 11,2.04,0.15,0.0,0.2,2.38,83,36,6.1,68,E
